date	location	variant	median_I	I_upper_95	I_lower_95	I_upper_80	I_lower_80	I_upper_50	I_lower_50
2021-12-11	King County	probable Delta	213.0	308.0	141.0	266.0	162.0	234.0	180.0
2021-12-12	King County	probable Delta	187.0	266.0	117.0	235.0	142.0	209.0	160.0
2021-12-13	King County	probable Delta	167.0	242.0	104.0	210.0	125.0	180.0	135.0
2021-12-14	King County	probable Delta	154.0	230.0	97.0	197.0	113.0	171.0	128.0
2021-12-15	King County	probable Delta	149.0	228.0	89.0	194.0	106.0	161.0	116.0
2021-12-16	King County	probable Delta	151.0	243.0	86.0	202.0	104.0	172.0	120.0
2021-12-17	King County	probable Delta	162.0	267.0	82.0	220.0	104.0	180.0	119.0
2021-11-12	King County	probable Omicron	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2021-11-13	King County	probable Omicron	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2021-11-14	King County	probable Omicron	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2021-11-15	King County	probable Omicron	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2021-11-16	King County	probable Omicron	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2021-11-17	King County	probable Omicron	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2021-11-18	King County	probable Omicron	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2021-11-19	King County	probable Omicron	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2021-11-20	King County	probable Omicron	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2021-11-21	King County	probable Omicron	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2021-11-22	King County	probable Omicron	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2021-11-23	King County	probable Omicron	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2021-11-24	King County	probable Omicron	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2021-11-25	King County	probable Omicron	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2021-11-26	King County	probable Omicron	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2021-11-27	King County	probable Omicron	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2021-11-28	King County	probable Omicron	1.0	1.0	0.0	1.0	0.0	1.0	0.0
2021-11-29	King County	probable Omicron	1.0	3.0	1.0	2.0	1.0	2.0	1.0
2021-11-30	King County	probable Omicron	2.0	4.0	1.0	3.0	1.0	3.0	2.0
2021-12-01	King County	probable Omicron	3.0	6.0	2.0	5.0	2.0	4.0	2.0
2021-12-02	King County	probable Omicron	4.0	7.0	2.0	6.0	3.0	5.0	3.0
2021-12-03	King County	probable Omicron	6.0	10.0	3.0	8.0	4.0	7.0	4.0
2021-12-04	King County	probable Omicron	9.0	14.0	5.0	11.0	6.0	9.0	6.0
2021-12-05	King County	probable Omicron	12.0	20.0	7.0	16.0	8.0	14.0	10.0
2021-12-06	King County	probable Omicron	18.0	28.0	11.0	23.0	12.0	20.0	15.0
2021-12-07	King County	probable Omicron	26.0	37.0	16.0	32.0	19.0	29.0	22.0
2021-12-08	King County	probable Omicron	35.0	50.0	24.0	44.0	27.0	39.0	30.0
2021-12-09	King County	probable Omicron	46.0	65.0	30.0	57.0	35.0	51.0	39.0
2021-12-10	King County	probable Omicron	58.0	82.0	36.0	72.0	43.0	62.0	47.0
2021-12-11	King County	probable Omicron	71.0	103.0	44.0	91.0	54.0	78.0	59.0
2021-12-12	King County	probable Omicron	90.0	133.0	59.0	113.0	67.0	98.0	74.0
2021-12-13	King County	probable Omicron	118.0	173.0	77.0	147.0	88.0	127.0	96.0
2021-12-14	King County	probable Omicron	161.0	235.0	100.0	203.0	118.0	173.0	130.0
2021-12-15	King County	probable Omicron	235.0	341.0	142.0	300.0	170.0	256.0	191.0
2021-12-16	King County	probable Omicron	364.0	550.0	225.0	455.0	247.0	397.0	293.0
2021-12-17	King County	probable Omicron	578.0	939.0	324.0	750.0	364.0	644.0	444.0
